IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_001709	Angriffskraft
IDS_TEXTCLIENT_INC_001710	Dir wurde als Belohnung 1 Sylia Hoverbike in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001711	Du hast keine 30,000 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001712	Dir wurde als Belohnung 1 Plug Ear ring +6 in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001713	Du hast keine 15,000 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001714	Dir wurde als Belohnung 1 Meteofy in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001715	Du hast keine 11,300 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001716	Dir wurde als Belohnung 1 Frog Set (M) in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001717	Du hast keine 7,500 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001718	Dir wurde als Belohnung 1 Soccerball Angel in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001719	Du hast keine 5,300 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001720	Dir wurde als Belohnung 1 Pink Balloon in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001721	Du hast keine 3,800 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001722	Dir wurde als Belohnung 1 Blue Balloon in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001723	Du hast keine 3,800 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001724	Dir wurde als Belohnung 1 Yellow Balloon in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001725	Du hast keine 3,800 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001726	Dir wurde als Belohnung 1 Summon of Troupe Leader in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001727	Du hast keine 750 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001728	Dir wurde als Belohnung 1 Medicine for happiness in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001729	Du hast keine 380 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001730	Dir wurde als Belohnung 1 Cracker Box in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001731	Du hast keine 230 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001732	Dir wurde als Belohnung 1 Cupid Wing in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001733	Du hast keine 150 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001734	Dir wurde als Belohnung 1 Mysterious Trans in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001735	Du hast keine 80 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001736	Dir wurde als Belohnung 1 Goodbye Bomb in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001737	Du hast keine 40 Happy Money. Überprüfe dein Happy Money und versuche es erneut, wenn du genug hast.
IDS_TEXTCLIENT_INC_001738	%d Pet Food wurden hergestellt.
IDS_TEXTCLIENT_INC_001739	Die Exp deines Pets ist auf 99.99%. Bring es zu Pet Tamer und werte es auf.
IDS_TEXTCLIENT_INC_001740	Dieser Gegenstand ist verwendbar mit einem Klasse D bis S Pet.
IDS_TEXTCLIENT_INC_001741	Du kannst nicht fliegen, während du ein Pet benutzt.
IDS_TEXTCLIENT_INC_001742	Du kannst dein Pet nicht beschwören, während du fliegst.
IDS_TEXTCLIENT_INC_001743	Die Pet Wiederherstellungsmedizin kann mit einem Klasse D bis S Pet verwendet werden. Willst du sie benutzen?
IDS_TEXTCLIENT_INC_001744	(Nicht Aktiv)
IDS_TEXTCLIENT_INC_001745	Dein Pet ist gestorben.
IDS_TEXTCLIENT_INC_001746	7,500 Happy Money: 1 Frog Set (F)
IDS_TEXTCLIENT_INC_001747	Dir wurde als Belohnung 1 Frog Set (F) in dein Inventar gepackt.
IDS_TEXTCLIENT_INC_001748	Warte bis der Pet Food Bag leer ist, bevor du ihn erneut benutzt.
IDS_TEXTCLIENT_INC_001749	Du kannst keinen Shop in der Nähe eines NPCs eröffnen.
IDS_TEXTCLIENT_INC_001750	Die Attributänderungen werden bestätigt, wenn du fertig bist.
IDS_TEXTCLIENT_INC_001751	Die Attributeänderungen wurden bestätigt.
IDS_TEXTCLIENT_INC_001752	Klicke auf Apply, wenn du deine Statuspunkte verteilt hast.
IDS_TEXTCLIENT_INC_001753	Klicke auf Apply, wenn du deine Statuspunkte verteilt hast.
IDS_TEXTCLIENT_INC_001754	Bestätige die neuen Statuswerte.
IDS_TEXTCLIENT_INC_001755	Setze die Statuswerte zurück.
IDS_TEXTCLIENT_INC_001756	Möchtest du die jetzigen Statuswerte so akzeptieren.
IDS_TEXTCLIENT_INC_001757	Es ist nicht möglich, einen Trans- und einen Wing-Gegenstand zur gleichen Zeit zu verwenden.
IDS_TEXTCLIENT_INC_001758	Level Up des Hero Skill war erfolgreich.
IDS_TEXTCLIENT_INC_001759	Level Up des Hero Skill ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001760	Level Up des Hero Skill ist nicht länger verfügbar.
IDS_TEXTCLIENT_INC_001761	Schnick
IDS_TEXTCLIENT_INC_001762	Schnack
IDS_TEXTCLIENT_INC_001763	Schnuck
IDS_TEXTCLIENT_INC_001764	Lege deine Waffe in dein Inventar und versuche es erneut.
IDS_TEXTCLIENT_INC_001765	Keine verfügbaren Sockel.
IDS_TEXTCLIENT_INC_001766	Du kannst einen Blinkwing nicht während des Sitzens verwenden.
IDS_TEXTCLIENT_INC_001767	[Cheer Level gestiegen]
IDS_TEXTCLIENT_INC_001768	[Ankündigung]
IDS_TEXTCLIENT_INC_001769	Umwandlung zur Ultimate Weapon war erfolgreich.
IDS_TEXTCLIENT_INC_001770	Umwandlung zur Ultimate Weapon ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001771	Umwandlung zur Ultimate Weapon ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001772	Umwandlung zur Unique Weapon ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001773	Juwelenerstellung ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001774	%s %d Juwel wurden hergestellt.
IDS_TEXTCLIENT_INC_001775	Entfernung des Juwel war erfolgreich.
IDS_TEXTCLIENT_INC_001776	Entfernung des Juwel ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_001777	Red Angel
IDS_TEXTCLIENT_INC_001778	Blue Angel
IDS_TEXTCLIENT_INC_001779	Green Angel
IDS_TEXTCLIENT_INC_001780	Rate des White
IDS_TEXTCLIENT_INC_001781	Angel hängt von
IDS_TEXTCLIENT_INC_001782	der PK-Rate ab.
IDS_TEXTCLIENT_INC_001783	Du kannst einen Premium Gegenstand verwenden.
IDS_TEXTCLIENT_INC_001784	Pet Food erstellen
IDS_TEXTCLIENT_INC_001785	Erhöht die HP um
IDS_TEXTCLIENT_INC_001786	Erhöht die ATK um
IDS_TEXTCLIENT_INC_001787	Erhöht die DEF um
IDS_TEXTCLIENT_INC_001788	HERO
IDS_TEXTCLIENT_INC_001789	Dein Pet wurde bereits beschworen
IDS_TEXTCLIENT_INC_001790	Der Name muss 4 bis 16 Zeichen haben. (a-z;A-Z;0-9)
IDS_TEXTCLIENT_INC_001791	Weltkarte
IDS_TEXTCLIENT_INC_001792	Eine Karte der Welt
IDS_TEXTCLIENT_INC_001793	Eine Datei wurde verändert.
IDS_TEXTCLIENT_INC_001794	Erhöht den Schaden während man eine Einhandwaffe verwendet.
IDS_TEXTCLIENT_INC_001795	Erhöht den Schaden während man eine Zweihandwaffe verwendet.
IDS_TEXTCLIENT_INC_001796	Erhöht den Schaden während man ein Yoyo verwendet.
IDS_TEXTCLIENT_INC_001797	Erhöht den Schaden während man einen Bow verwendet.
IDS_TEXTCLIENT_INC_001798	Erhöht den Schaden während man ein Knuckle verwendet.
IDS_TEXTCLIENT_INC_001799	Angriffsentfernung 
IDS_TEXTCLIENT_INC_001800	Du kannst die Karte nicht in diesem Dungeon verwenden.
IDS_TEXTCLIENT_INC_001801	Ausgewählt
IDS_TEXTCLIENT_INC_001802	Preis entspricht
IDS_TEXTCLIENT_INC_001803	Penya
IDS_TEXTCLIENT_INC_001804	Dein Pet hat sein Leben um %d erhöht.
IDS_TEXTCLIENT_INC_001805	Ihr Narren!!! Ich werde euch alle schmelzen!!!
IDS_TEXTCLIENT_INC_001806	Ihr werdet brennen!!! Ihr alle werdet brennen!!!
IDS_TEXTCLIENT_INC_001807	%s!! Komm näher!!! Tritt mir entgegen!!! Brenne!!!
IDS_TEXTCLIENT_INC_001808	Verringert die magische Verteidigung des Ziels.
IDS_TEXTCLIENT_INC_001809	%s Käfig
IDS_TEXTCLIENT_INC_001810	Du kannst diesen Gegenstand nicht weiter stapeln.
IDS_TEXTCLIENT_INC_001811	Server: 
IDS_TEXTCLIENT_INC_001812	Channel: 
IDS_TEXTCLIENT_INC_001813	Das Attribut dieses Gegenstands kann nicht entfernt werden. Bitte überprüfe den Gegenstand und versuche es erneut.
IDS_TEXTCLIENT_INC_001814	Um das Attribut dieses Gegenstands zu entfernen werden dir 100,000 Penya berechnet.
IDS_TEXTCLIENT_INC_001815	Das Attribut dieses Gegenstandes wurde entfernt.
IDS_TEXTCLIENT_INC_001816	Element entfernen
IDS_TEXTCLIENT_INC_001817	(Tot)
IDS_TEXTCLIENT_INC_001818	Mark : 
IDS_TEXTCLIENT_INC_001819	kein
IDS_TEXTCLIENT_INC_001820	Lv. C
IDS_TEXTCLIENT_INC_001821	Lv. B
IDS_TEXTCLIENT_INC_001822	Lv. A
IDS_TEXTCLIENT_INC_001823	Lv. S
IDS_TEXTCLIENT_INC_001824	Du sammelst Materialien.
IDS_TEXTCLIENT_INC_001825	Du kannst hier keine Materialien sammeln. Bitte begib dich in das Sammelgebiet.
IDS_TEXTCLIENT_INC_001826	Dies wird deine Batterie unabhängig von der aktuellen Restladung auffüllen. Möchtest du dies?
IDS_TEXTCLIENT_INC_001827	Du kannst die Batterie nicht aufladen wenn du sammelst oder keinen Collector trägst.
IDS_TEXTCLIENT_INC_001828	Der Collector kann bis zu +5 upgegradet werden.
IDS_TEXTCLIENT_INC_001829	1vs1 Guild War - Anmelden
IDS_TEXTCLIENT_INC_001830	1vs1 Guild War - Abmelden
IDS_TEXTCLIENT_INC_001831	1vs1 Guild War - Momentanen Status überprüfen
IDS_TEXTCLIENT_INC_001832	1vs1 Guild War - Teilnehmer bestimmen
IDS_TEXTCLIENT_INC_001833	1vs1 Guild War - Beitreten
IDS_TEXTCLIENT_INC_001834	1vs1 Guild War - Anmeldegebühr
IDS_TEXTCLIENT_INC_001835	1vs1 Guild War - Belohnungen
IDS_TEXTCLIENT_INC_001836	1vs1 Guild War - Teilnehmen
IDS_TEXTCLIENT_INC_001837	1vs1 Guild War - Grundregeln
IDS_TEXTCLIENT_INC_001838	1vs1 Guild War - Siegesbedingungen
IDS_TEXTCLIENT_INC_001839	Guild War - Anmelden
IDS_TEXTCLIENT_INC_001840	1vs1 Guild War - Anmelden
IDS_TEXTCLIENT_INC_001841	Guild War - Info
IDS_TEXTCLIENT_INC_001842	1vs1 Guild War - Info
IDS_TEXTCLIENT_INC_001843	Guild War - Anmeldestatistik
IDS_TEXTCLIENT_INC_001844	1vs1 Guild War - Anmeldestatistik
IDS_TEXTCLIENT_INC_001845	Guild War - Anmeldung zurückziehen
IDS_TEXTCLIENT_INC_001846	1vs1 Guild War - Anmeldung zurückziehen
IDS_TEXTCLIENT_INC_001847	1vs1 Guild War - Mitglieder festlegen und vorbereiten
IDS_TEXTCLIENT_INC_001848	1vs1 Guild War - Zeit zum Beitreten
IDS_TEXTCLIENT_INC_001849	1vs1 Guild War - Die Mindestanzahl der teilnehmenden Charaktere beträgt %d.
IDS_TEXTCLIENT_INC_001850	Guild War: Leitfaden
IDS_TEXTCLIENT_INC_001851	1vs1 Guild War: Leitfaden
IDS_TEXTCLIENT_INC_001852	Du kannst nun die 1vs1 Guild War Arena betreten. Möchtest du zum [1vs1 Guild War Verwalter] Amos?
IDS_TEXTCLIENT_INC_001853	Möchtest du in die 1vs1 Guild War Arena eintreten?
IDS_TEXTCLIENT_INC_001854	Betritt die Guild War Arena.
IDS_TEXTCLIENT_INC_001855	Betritt die 1vs1 Guild War Arena.
IDS_TEXTCLIENT_INC_001856	Einsatzbereit
IDS_TEXTCLIENT_INC_001857	Sieg
IDS_TEXTCLIENT_INC_001858	Niederlage
IDS_TEXTCLIENT_INC_001859	Unentschieden
IDS_TEXTCLIENT_INC_001860	? Siege ?
IDS_TEXTCLIENT_INC_001861	Der Kampf ist vorbei
IDS_TEXTCLIENT_INC_001862	Erwecken möglich
IDS_TEXTCLIENT_INC_001863	Eigenschaften durch Erweckung
IDS_TEXTCLIENT_INC_001864	Segen der Göttin hinzufügen
IDS_TEXTCLIENT_INC_001865	Von der Göttin gesegnete Items können nicht getauscht, abgelegt oder in die Bank getan werden.
IDS_TEXTCLIENT_INC_001866	Der Kampf von Charakter Nr. %d ist
IDS_TEXTCLIENT_INC_001867	Kampf
IDS_TEXTCLIENT_INC_001868	Online
IDS_TEXTCLIENT_INC_001869	Offline
IDS_TEXTCLIENT_INC_001870	Schmuck kann bis zu +20 upgegradet werden.
IDS_TEXTCLIENT_INC_001871	Du hast den Einzelkampf des 1vs1 Guild War gewonnen, %d Red Chips werden als Belohung in dein Inventar oder Postfach geschickt. Bitte bleibe hier, da du sonst keine Belohnung erhältst, wenn deine Gilde gewinnt.
IDS_TEXTCLIENT_INC_001872	Du hast den Einzelkampf des 1vs1 Guild War verloren. Bitte bleibe hier, da du sonst keine Belohnung erhältst, wenn deine Gilde gewinnt.
IDS_TEXTCLIENT_INC_001873	Der Einzelkampf des 1vs1 Guild War ist unentschieden. Bitte bleibe hier, da du sonst keine Belohnung erhältst, wenn deine Gilde gewinnt.
IDS_TEXTCLIENT_INC_001874	Bitte bleibe hier, da du sonst keine Belohnung erhälst, wenn deine Gilde gewinnt.
IDS_TEXTCLIENT_INC_001875	Möchtest du nach Madrigal zurückkehren?
IDS_TEXTCLIENT_INC_001876	Der 1vs1 Guild War ist vorbei. Bitte teleportiere nach Flaris.
IDS_TEXTCLIENT_INC_001877	Deine Gilde hat sich nicht für den 1vs1 Guild War angemeldet oder es nicht unter die 8 Meistbietenden geschafft.
IDS_TEXTCLIENT_INC_001878	Nur bis zu %d Mitglieder können beitreten.
IDS_TEXTCLIENT_INC_001879	Mitglieder müssen mindestens Level 30 sein.
IDS_TEXTCLIENT_INC_001880	Dieser Charakter ist kein eingetragenes 1vs1 Mitglied.
IDS_TEXTCLIENT_INC_001881	Dieser Charakter ist bereits in der Liste. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_001882	Es gibt kein eingetragenes Mitglied. Bitte trage die Mitglieder ein.
IDS_TEXTCLIENT_INC_001883	Kein Gildenmeister oder Kingpin ist unter den eingetragenen 1vs1 Guild War Mitgliedern.
IDS_TEXTCLIENT_INC_001884	Bitte melde dich mit mehr Penya an.
IDS_TEXTCLIENT_INC_001885	Die Anmeldegebühr sollte größer als oder gleich der Mindestanmeldegebühr sein.
IDS_TEXTCLIENT_INC_001886	Du bist schon mit %d Penya angemeldet. Möchtes du %d Penya hinzufügen?
IDS_TEXTCLIENT_INC_001887	Möchtest du deine Auswahl der angemeldeten 1vs1 Guild War Mitglieder löschen?
IDS_TEXTCLIENT_INC_001888	Deine Gilde gewinnt den 1vs1 Guild War.
IDS_TEXTCLIENT_INC_001889	Deine Gilde verliert den 1vs1 Guild War.
IDS_TEXTCLIENT_INC_001890	Der 1vs1 Guild War endet unentschieden.
IDS_TEXTCLIENT_INC_001891	Du hast %s Red Chips in dein Inventar/Mailbox geschickt bekommen.
IDS_TEXTCLIENT_INC_001892	Du hast gewonnen, da kein Gegener angetreten ist...
IDS_TEXTCLIENT_INC_001893	Der heutige 1vs1 Guild War wurde abgesagt, da die Zahl der angemeldeten Gilden unter %d lag.
IDS_TEXTCLIENT_INC_001894	Der heutige 1vs1 Guild War hat begonnen.
IDS_TEXTCLIENT_INC_001895	Gildenmeister, bitte stellt eure 1vs1 Guild War Mitglieder auf.
IDS_TEXTCLIENT_INC_001896	Das ist nicht möglich, da der 1vs1 Guild War bereits läuft.
IDS_TEXTCLIENT_INC_001897	Dies ist nur dem Gildenmeister möglich.
IDS_TEXTCLIENT_INC_001898	Eine für den Guild War angemeldete Gilde kann sich nicht mehr für den 1vs1 Guild War anmelden.
IDS_TEXTCLIENT_INC_001899	Gilden mit einem Level kleiner als %s können nicht am 1vs1 Guild War teilnehmen.
IDS_TEXTCLIENT_INC_001900	%d Penya wurden der Anmeldegebühr hinzugefügt. Sie beträgt nun %d Penya.
IDS_TEXTCLIENT_INC_001901	Es wurden %d Penya geboten.
IDS_TEXTCLIENT_INC_001902	Du kannst keine 1vs1 Guild War Mitglieder festlegen.
IDS_TEXTCLIENT_INC_001903	Deine Anmeldung wurde abgelehnt. Du erhältst deine Anmeldegebühr von %d Penya zurück.
IDS_TEXTCLIENT_INC_001904	Nur Gildenmeister oder Kingpin können die 1vs1 Guild War Mitglieder eintragen.
IDS_TEXTCLIENT_INC_001905	Die Mindestanzahl an eingetragenen Mitgliedern beträgt %s.
IDS_TEXTCLIENT_INC_001906	Alle 1vs1 Guild War Mitglieder sind ausgewählt.
IDS_TEXTCLIENT_INC_001907	Du kannst die 1vs1 Guild War Arena jetzt betreten.
IDS_TEXTCLIENT_INC_001908	Du kannst im Moment nicht eintreten.
IDS_TEXTCLIENT_INC_001909	In der %s. Schlacht war von der Gilde %s %s erfolgreich. 
IDS_TEXTCLIENT_INC_001910	Die %s. Schlacht endete unentschieden.
IDS_TEXTCLIENT_INC_001911	Nimm die 1vs1 Guild War Anmeldegebühr an
IDS_TEXTCLIENT_INC_001912	Du hast %d Penya erhalten, da dein Gebot fehlschlug.
IDS_TEXTCLIENT_INC_001913	Eine für den 1vs1 Guild War angemeldete Gilde kann sich nicht für den Guild War anmelden.
IDS_TEXTCLIENT_INC_001914	Der heutige 1vs1 Guild War ist vorbei.
IDS_TEXTCLIENT_INC_001915	In %.2d Sekunden geht es los.
IDS_TEXTCLIENT_INC_001916	Red Chips wurden in dein Postfach gelegt, da dein Iventar voll ist.
IDS_TEXTCLIENT_INC_001917	Ressourcen wurden modifiziert, du kannst jetzt nicht angreifen.
IDS_TEXTCLIENT_INC_001918	Ressourcen wurden modifiziert, du kannst jetzt nicht fliegen.
IDS_TEXTCLIENT_INC_001919	Du kannst in der 1vs1 Arena keine Blinkwings benutzen.
IDS_TEXTCLIENT_INC_001920	Es ist nicht möglich, deine Gilde vor Ablauf des 1vs1 Guild Wars zu verlassen.
IDS_TEXTCLIENT_INC_001921	Gilden können keine neuen Mitglieder vor Ablauf des 1vs1 Guild Wars aufnehmen.
IDS_TEXTCLIENT_INC_001922	Level Down entfernen
IDS_TEXTCLIENT_INC_001923	Entferne Sockeleigenschaften
IDS_TEXTCLIENT_INC_001924	Dies ist nur für Rüstungen mit Sockeleigenschaften vorgesehen.
IDS_TEXTCLIENT_INC_001925	Entfernen der Sockelung erfolgreich.
IDS_TEXTCLIENT_INC_001926	Der Collector kann mit einem Moonstone upgegradet werden. Je höher das Upgrade desto höher die Sammelgeschwindigkeit.
IDS_TEXTCLIENT_INC_001927	Die Sammelzeit kann mit einer Batterie aufgefüllt werden.
IDS_TEXTCLIENT_INC_001928	Deine Gilde hat es nicht unter die 8 Meistbietenden geschafft. Bitte hole dir deine Anmeldegebühr bei der [1vs1 Guild War Verwalterin] Anny zurück.
IDS_TEXTCLIENT_INC_001929	Es gibt keine Anmeldegebühr zu erstatten.
IDS_TEXTCLIENT_INC_001930	Dafür benötigst du mehr Red Chips.
IDS_TEXTCLIENT_INC_001931	Du hast nun zu viele Penya. Bevor du Perin in Penya eintauschen kannst, entferne erst Penya.
IDS_TEXTCLIENT_INC_001932	Du versuchst etwas zu tun, was nicht funktioniert.
IDS_TEXTCLIENT_INC_001933	Dieses Item kann nicht erweckt werden oder ist es bereits.
IDS_TEXTCLIENT_INC_001934	Der bessere Effekt ist bereits aktiv.
IDS_TEXTCLIENT_INC_001935	Item eingelagert
IDS_TEXTCLIENT_INC_001936	Item entnommen
IDS_TEXTCLIENT_INC_001937	Penya eingezahlt
IDS_TEXTCLIENT_INC_001938	Penya abgehoben
IDS_TEXTCLIENT_INC_001939	(Red Chip)
IDS_TEXTCLIENT_INC_001940	Du benötigst mehr Red Chips.
IDS_TEXTCLIENT_INC_001941	%s hat %s (%d Stück) gekauft. Es wurden %d Penya bezahlt.
IDS_TEXTCLIENT_INC_001942	Einlagern: %s   %s   %s   %d
IDS_TEXTCLIENT_INC_001943	Entnehmen: %s   %s   %s   %d
IDS_TEXTCLIENT_INC_001944	Einzahlen  %s   %s   %d
IDS_TEXTCLIENT_INC_001945	Abheben  %s   %s   %d
IDS_TEXTCLIENT_INC_001946	?Bedingungen zur Versiegelung eines Charakters \n -Mehr als ein Charakter sollte auf dem Account sein.\n -Keine Items oder Penya sollten im Inventar sein.\n -Der Charakter sollte keine Items tragen.\n -Keine Gegenstände oder Penya sollten in der Bank oder im Inventar sein.\n -Der Charakter sollte in keiner Gilde sein.\n\n ?Achtung! Wenn der Charakter erst einmal versiegelt ist, werden Mailbox und Messenger initialisiert.\n\n Möchtest du den Charakter versiegeln?
IDS_TEXTCLIENT_INC_001947	Es muss sich mehr als 1 Charakter auf dem Account befinden.
IDS_TEXTCLIENT_INC_001948	Es dürfen sich keine Items im Inventar befinden.
IDS_TEXTCLIENT_INC_001949	Es dürfen sich keine Penya im Inventar befinden.
IDS_TEXTCLIENT_INC_001950	Es dürfen sich keine Items oder Penya in der Bank oder in der Inventory Bag befinden.
IDS_TEXTCLIENT_INC_001951	Bitte verlasse die Gilde bevor du den Charakter versiegelst.
IDS_TEXTCLIENT_INC_001952	Lvl %d
IDS_TEXTCLIENT_INC_001953	Exp : 99.99%%
IDS_TEXTCLIENT_INC_001954	Exp : %.2f%%
IDS_TEXTCLIENT_INC_001955	Leben : %d
IDS_TEXTCLIENT_INC_001956	Zusätzl. HP Rate : %d / %d
IDS_TEXTCLIENT_INC_001957	Level
IDS_TEXTCLIENT_INC_001958	Skill
IDS_TEXTCLIENT_INC_001959	HP
IDS_TEXTCLIENT_INC_001960	Exp
IDS_TEXTCLIENT_INC_001961	Ist der Charakter versiegelt, wird er ein Item mit dem Namen "Versiegelter Charakter" und kann per Mail an einen anderen Charakter auf demselben Account verschickt werden. An welchen Charakter möchtest du den versigelten Charakter senden?
IDS_TEXTCLIENT_INC_001962	Möchtest du den versiegelten Charakter, per Mail, zu %s Charakter senden?
IDS_TEXTCLIENT_INC_001963	Items erwecken
IDS_TEXTCLIENT_INC_001964	Du kannst %s nicht benutzen, da der Skill bereits benutzt wird.
IDS_TEXTCLIENT_INC_001965	Hallo. Ich tausche eingesammelte Stücke gegen perfekte Stücke.
IDS_TEXTCLIENT_INC_001966	Wenn du mir 10 Stücke gleicher Art bringst, tausche ich sie dir gegen ein perfektes Stück. Denk darüber nach und geh Stücke sammeln.
IDS_TEXTCLIENT_INC_001967	Darf ich dir einen kleinen Tipp geben? Der Collector kann auf bis zu +5 upgegradet werden. Je höher das Upgrade, desto schneller sammelt er ein.
IDS_TEXTCLIENT_INC_001968	Cloud Piece          10Stk = Lucky Cloud Box
IDS_TEXTCLIENT_INC_001969	10 Cloud Pieces wurden erfolgreich in eine Lucky Cloud Box umgetauscht.
IDS_TEXTCLIENT_INC_001970	Du hast keine 10 Cloud Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001971	Oricalkum Piece    10Stk = Oricalkum
IDS_TEXTCLIENT_INC_001972	10 Oricalkum Pieces wurden erfolgreich in ein Oricalkum umgetauscht.
IDS_TEXTCLIENT_INC_001973	Du hast keine 10 Oricalkum Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001974	Moonstone Piece   10Stk = Moonstone
IDS_TEXTCLIENT_INC_001975	10 Moonstone Pieces wurden erfolgreich in einen Moonstone umgetauscht.
IDS_TEXTCLIENT_INC_001976	Du hast keine 10 Moonstone Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001977	Topaz Piece          10Stk = Topaz
IDS_TEXTCLIENT_INC_001978	10 Topaz Pieces wurden erfolgreich in einen Topaz umgetauscht.
IDS_TEXTCLIENT_INC_001979	Du hast keine 10 Topaz Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001980	Ruby Piece            10Stk = Ruby
IDS_TEXTCLIENT_INC_001981	10 Ruby Pieces wurden erfolgreich in einen Ruby umgetauscht.
IDS_TEXTCLIENT_INC_001982	Du hast keine 10 Ruby Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001983	Sapphire Piece      10Stk = Sapphire
IDS_TEXTCLIENT_INC_001984	10 Sapphire Pieces wurden erfolgreich in einen Sapphire umgetauscht.
IDS_TEXTCLIENT_INC_001985	Du hast keine 10 Sapphire Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001986	Emerald Piece       10Stk = Emerald
IDS_TEXTCLIENT_INC_001987	10 Emerald Pieces wurden erfolgreich in einen Emerald umgetauscht.
IDS_TEXTCLIENT_INC_001988	Du hast keine 10 Emerald Pieces in deinem Inventar.
IDS_TEXTCLIENT_INC_001989	Diamond Piece      10Stk = Diamond
IDS_TEXTCLIENT_INC_001990	10 Diamond Pieces wurden erfolgreich in einen Diamond umgetauscht.
IDS_TEXTCLIENT_INC_001991	Du hast keine 10 Diamond Pieces in deinem Inventar.
