IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_005833	(Questitem) Schwerter, welche die Mutant Keakoon Guard benutzen
IDS_PROPITEM_TXT_005834	Blue Roach Leg
IDS_PROPITEM_TXT_005835	(Questitem) Leg of Blue Roach
IDS_PROPITEM_TXT_005836	Pinky Roach Leg
IDS_PROPITEM_TXT_005837	(Questitem) Leg of Pinky Roach
IDS_PROPITEM_TXT_005838	Green Trilipy Shell
IDS_PROPITEM_TXT_005839	(Questitem) Shell of Green Trilipy
IDS_PROPITEM_TXT_005840	Violet Trilipy Shell
IDS_PROPITEM_TXT_005841	(Questitem) Shell of Violet Trilipy
IDS_PROPITEM_TXT_005842	Blood Trilipy Shell
IDS_PROPITEM_TXT_005843	(Questitem) Shell of Blood Trilipy
IDS_PROPITEM_TXT_005844	Kimeradon Horn
IDS_PROPITEM_TXT_005845	(Questitem) Horn of Kimeradon
IDS_PROPITEM_TXT_005846	Kehin Sword
IDS_PROPITEM_TXT_005847	
IDS_PROPITEM_TXT_005848	Arkon Sword
IDS_PROPITEM_TXT_005849	
IDS_PROPITEM_TXT_005850	Zirkan Sword
IDS_PROPITEM_TXT_005851	
IDS_PROPITEM_TXT_005852	Strad Sword
IDS_PROPITEM_TXT_005853	
IDS_PROPITEM_TXT_005854	Sibak Sword
IDS_PROPITEM_TXT_005855	
IDS_PROPITEM_TXT_005856	Flame Sword
IDS_PROPITEM_TXT_005857	
IDS_PROPITEM_TXT_005858	Karmel Sword
IDS_PROPITEM_TXT_005859	
IDS_PROPITEM_TXT_005860	Sparkling Sword
IDS_PROPITEM_TXT_005861	
IDS_PROPITEM_TXT_005862	Meryl Stick
IDS_PROPITEM_TXT_005863	
IDS_PROPITEM_TXT_005864	Grim Stick
IDS_PROPITEM_TXT_005865	
IDS_PROPITEM_TXT_005866	PaPang Stick
IDS_PROPITEM_TXT_005867	
IDS_PROPITEM_TXT_005868	Dain Stick
IDS_PROPITEM_TXT_005869	
IDS_PROPITEM_TXT_005870	Sephy Stick
IDS_PROPITEM_TXT_005871	
IDS_PROPITEM_TXT_005872	Barem Stick
IDS_PROPITEM_TXT_005873	
IDS_PROPITEM_TXT_005874	Bosl Stick
IDS_PROPITEM_TXT_005875	
IDS_PROPITEM_TXT_005876	Hyper Stick
IDS_PROPITEM_TXT_005877	
IDS_PROPITEM_TXT_005878	Nefume Wand
IDS_PROPITEM_TXT_005879	
IDS_PROPITEM_TXT_005880	Dia Wand
IDS_PROPITEM_TXT_005881	
IDS_PROPITEM_TXT_005882	Dazzle Wand
IDS_PROPITEM_TXT_005883	
IDS_PROPITEM_TXT_005884	Peny Wand
IDS_PROPITEM_TXT_005885	
IDS_PROPITEM_TXT_005886	Eclipse Wand
IDS_PROPITEM_TXT_005887	
IDS_PROPITEM_TXT_005888	Fire Wand
IDS_PROPITEM_TXT_005889	
IDS_PROPITEM_TXT_005890	Saint Wand
IDS_PROPITEM_TXT_005891	
IDS_PROPITEM_TXT_005892	Rune Wand
IDS_PROPITEM_TXT_005893	
IDS_PROPITEM_TXT_005894	Shuprim Staff
IDS_PROPITEM_TXT_005895	
IDS_PROPITEM_TXT_005896	Vega Staff
IDS_PROPITEM_TXT_005897	
IDS_PROPITEM_TXT_005898	Papanew Staff
IDS_PROPITEM_TXT_005899	
IDS_PROPITEM_TXT_005900	Pinsi Staff
IDS_PROPITEM_TXT_005901	
IDS_PROPITEM_TXT_005902	Leafgale Staff
IDS_PROPITEM_TXT_005903	
IDS_PROPITEM_TXT_005904	Flam Staff
IDS_PROPITEM_TXT_005905	
IDS_PROPITEM_TXT_005906	Venhill Staff
IDS_PROPITEM_TXT_005907	
IDS_PROPITEM_TXT_005908	Sege Staff
IDS_PROPITEM_TXT_005909	
IDS_PROPITEM_TXT_005910	Pazion Knuckle
IDS_PROPITEM_TXT_005911	
IDS_PROPITEM_TXT_005912	Babil Knuckle
IDS_PROPITEM_TXT_005913	
IDS_PROPITEM_TXT_005914	Prenil Knuckle
IDS_PROPITEM_TXT_005915	
IDS_PROPITEM_TXT_005916	Salamander Knuckle
IDS_PROPITEM_TXT_005917	
IDS_PROPITEM_TXT_005918	Gigaton Knuckle
IDS_PROPITEM_TXT_005919	
IDS_PROPITEM_TXT_005920	Paipol Knuckle
IDS_PROPITEM_TXT_005921	
IDS_PROPITEM_TXT_005922	Appel Knuckle
IDS_PROPITEM_TXT_005923	
IDS_PROPITEM_TXT_005924	Zikmoon Knuckle
IDS_PROPITEM_TXT_005925	
IDS_PROPITEM_TXT_005926	Grabber Axe
IDS_PROPITEM_TXT_005927	
IDS_PROPITEM_TXT_005928	Karhem Axe
IDS_PROPITEM_TXT_005929	
IDS_PROPITEM_TXT_005930	Crest Axe
IDS_PROPITEM_TXT_005931	
IDS_PROPITEM_TXT_005932	Canine Axe
IDS_PROPITEM_TXT_005933	
IDS_PROPITEM_TXT_005934	Crawler Axe
IDS_PROPITEM_TXT_005935	
IDS_PROPITEM_TXT_005936	Drakhan Axe
IDS_PROPITEM_TXT_005937	
IDS_PROPITEM_TXT_005938	Frenetic Axe
IDS_PROPITEM_TXT_005939	
IDS_PROPITEM_TXT_005940	Critin Axe
IDS_PROPITEM_TXT_005941	
IDS_PROPITEM_TXT_005942	Light Shield
IDS_PROPITEM_TXT_005943	
IDS_PROPITEM_TXT_005944	Battle Shield
IDS_PROPITEM_TXT_005945	
IDS_PROPITEM_TXT_005946	Fury Shield
IDS_PROPITEM_TXT_005947	
IDS_PROPITEM_TXT_005948	Heavy Shield
IDS_PROPITEM_TXT_005949	
IDS_PROPITEM_TXT_005950	Avalon Shield
IDS_PROPITEM_TXT_005951	
IDS_PROPITEM_TXT_005952	Ancient Shield
IDS_PROPITEM_TXT_005953	
IDS_PROPITEM_TXT_005954	Penel Sword
IDS_PROPITEM_TXT_005955	
IDS_PROPITEM_TXT_005956	Crimson Sword
IDS_PROPITEM_TXT_005957	
IDS_PROPITEM_TXT_005958	Broad Sword
IDS_PROPITEM_TXT_005959	
IDS_PROPITEM_TXT_005960	Sirain Sword
IDS_PROPITEM_TXT_005961	
IDS_PROPITEM_TXT_005962	Crimson Sword
IDS_PROPITEM_TXT_005963	
IDS_PROPITEM_TXT_005964	Karlim Sword
IDS_PROPITEM_TXT_005965	
IDS_PROPITEM_TXT_005966	Gemini Sword
IDS_PROPITEM_TXT_005967	
IDS_PROPITEM_TXT_005968	Gore Sword
IDS_PROPITEM_TXT_005969	
IDS_PROPITEM_TXT_005970	SowrdBravery
IDS_PROPITEM_TXT_005971	
IDS_PROPITEM_TXT_005972	Cheer Stick Devotion
IDS_PROPITEM_TXT_005973	
IDS_PROPITEM_TXT_005974	WandMule
IDS_PROPITEM_TXT_005975	
IDS_PROPITEM_TXT_005976	Sewal Sword
IDS_PROPITEM_TXT_005977	
IDS_PROPITEM_TXT_005978	Mangchi Sword
IDS_PROPITEM_TXT_005979	
IDS_PROPITEM_TXT_005980	Pinocchio Sword
IDS_PROPITEM_TXT_005981	
IDS_PROPITEM_TXT_005982	Emperor Sword
IDS_PROPITEM_TXT_005983	
IDS_PROPITEM_TXT_005984	Sniperrin Sword
IDS_PROPITEM_TXT_005985	
IDS_PROPITEM_TXT_005986	Nightmare Stick
IDS_PROPITEM_TXT_005987	
IDS_PROPITEM_TXT_005988	Dunkan Helmet (M)
IDS_PROPITEM_TXT_005989	
IDS_PROPITEM_TXT_005990	Dunkan Helmet (F)
IDS_PROPITEM_TXT_005991	
IDS_PROPITEM_TXT_005992	Vagrant Suit (M)
IDS_PROPITEM_TXT_005993	
IDS_PROPITEM_TXT_005994	Vagrant Suit (F)
IDS_PROPITEM_TXT_005995	
IDS_PROPITEM_TXT_005996	Pre Berserk Sword
IDS_PROPITEM_TXT_005997	
IDS_PROPITEM_TXT_005998	Pre Shyer Sword
IDS_PROPITEM_TXT_005999	
IDS_PROPITEM_TXT_006000	Pre Necrynzi Knuckle
IDS_PROPITEM_TXT_006001	
IDS_PROPITEM_TXT_006002	Pre Shabere Stick
IDS_PROPITEM_TXT_006003	
IDS_PROPITEM_TXT_006004	Pre Neplus Wand
IDS_PROPITEM_TXT_006005	
IDS_PROPITEM_TXT_006006	Pre Birdin Staff
IDS_PROPITEM_TXT_006007	
IDS_PROPITEM_TXT_006008	Flower
IDS_PROPITEM_TXT_006009	
IDS_PROPITEM_TXT_006010	GiftBox
IDS_PROPITEM_TXT_006011	Gift box
IDS_PROPITEM_TXT_006012	Cupid Wing
IDS_PROPITEM_TXT_006013	
IDS_PROPITEM_TXT_006014	Heart Stone
IDS_PROPITEM_TXT_006015	Die Schläge hiermit kommen von Herzen.
IDS_PROPITEM_TXT_006016	Bruce Lee Suit(Armor)
IDS_PROPITEM_TXT_006017	
IDS_PROPITEM_TXT_006018	Bruce Lee Shoes(Armor)
IDS_PROPITEM_TXT_006019	
IDS_PROPITEM_TXT_006020	Bruce Lee Fist (M)
IDS_PROPITEM_TXT_006021	Diese Waffe sieht aus wie ein großer Arm. (Angriff+1, Schaden+10/nur für Männer)
IDS_PROPITEM_TXT_006022	Chapao Suit(Armor)
IDS_PROPITEM_TXT_006023	
IDS_PROPITEM_TXT_006024	Chapao Gloves(Armor)
IDS_PROPITEM_TXT_006025	
IDS_PROPITEM_TXT_006026	Chapao Shoes(Armor)
IDS_PROPITEM_TXT_006027	
IDS_PROPITEM_TXT_006028	Love Candy (M)
IDS_PROPITEM_TXT_006029	
IDS_PROPITEM_TXT_006030	Love Candy (F)
IDS_PROPITEM_TXT_006031	
IDS_PROPITEM_TXT_006032	Heart Piece
IDS_PROPITEM_TXT_006033	
IDS_PROPITEM_TXT_006034	GiftBox of Love
IDS_PROPITEM_TXT_006035	Gift box
IDS_PROPITEM_TXT_006036	Bucket
IDS_PROPITEM_TXT_006037	(Questitem) Gießkanne
IDS_PROPITEM_TXT_006038	Conepine Seed
IDS_PROPITEM_TXT_006039	(Questitem)
IDS_PROPITEM_TXT_006040	Fir Seed
IDS_PROPITEM_TXT_006041	(Questitem)
IDS_PROPITEM_TXT_006042	Persimmon Seed
IDS_PROPITEM_TXT_006043	(Questitem)
IDS_PROPITEM_TXT_006044	Pear Seed
IDS_PROPITEM_TXT_006045	(Questitem)
IDS_PROPITEM_TXT_006046	Pine Seed
IDS_PROPITEM_TXT_006047	(Questitem)
IDS_PROPITEM_TXT_006048	Conepine Seeding
IDS_PROPITEM_TXT_006049	(Questitem)
IDS_PROPITEM_TXT_006050	Fir Seeding
IDS_PROPITEM_TXT_006051	(Questitem)
IDS_PROPITEM_TXT_006052	Persimmon Seeding
IDS_PROPITEM_TXT_006053	(Questitem)
IDS_PROPITEM_TXT_006054	Pear Seeding
IDS_PROPITEM_TXT_006055	(Questitem)
IDS_PROPITEM_TXT_006056	Pine Seeding
IDS_PROPITEM_TXT_006057	(Questitem)
IDS_PROPITEM_TXT_006058	Surprising Giftbox
IDS_PROPITEM_TXT_006059	Gift box
IDS_PROPITEM_TXT_006060	Blue Tanjaku
IDS_PROPITEM_TXT_006061	
IDS_PROPITEM_TXT_006062	Pink Tanjaku
IDS_PROPITEM_TXT_006063	
IDS_PROPITEM_TXT_006064	Yukata (M)(Armor)
IDS_PROPITEM_TXT_006065	
IDS_PROPITEM_TXT_006066	Geta (M)(Armor)
IDS_PROPITEM_TXT_006067	
IDS_PROPITEM_TXT_006068	Yukata (Armor) (F)
IDS_PROPITEM_TXT_006069	
IDS_PROPITEM_TXT_006070	Geta (F)(Armor)
IDS_PROPITEM_TXT_006071	
IDS_PROPITEM_TXT_006072	GiftBox1
IDS_PROPITEM_TXT_006073	Gift box
IDS_PROPITEM_TXT_006074	GiftBox2
IDS_PROPITEM_TXT_006075	Gift box
IDS_PROPITEM_TXT_006076	PSP
IDS_PROPITEM_TXT_006077	Deine eigene PSP
IDS_PROPITEM_TXT_006078	Book
IDS_PROPITEM_TXT_006079	(Questitem) Liebesbrief von Boboku an Juria
IDS_PROPITEM_TXT_006080	Scroll
IDS_PROPITEM_TXT_006081	(Questitem) Liebesbrief von Boboku an Juria
IDS_PROPITEM_TXT_006082	Letter
IDS_PROPITEM_TXT_006083	(Questitem) Liebesbrief von Boboku an Juria
IDS_PROPITEM_TXT_006084	Key for Kebaras Island
IDS_PROPITEM_TXT_006085	(Questitem) Schlüssel zur Flucht von Kebaras Island
IDS_PROPITEM_TXT_006086	Bead of Sin
IDS_PROPITEM_TXT_006087	(Questitem) Perle von bösen Monstern, um das eigene Karma zu reduzieren.
IDS_PROPITEM_TXT_006088	No Disguise
IDS_PROPITEM_TXT_006089	Eine Kugel um die Verwandlung aufzuheben
IDS_PROPITEM_TXT_006090	Divine Shield
IDS_PROPITEM_TXT_006091	Legendärer Gegenstand, der den Charakter unsterblich macht.
IDS_PROPITEM_TXT_006092	Half Divine Shield
IDS_PROPITEM_TXT_006093	Legendärer Gegenstand, der den Charakter nahezu unsterblich macht.
IDS_PROPITEM_TXT_006094	Young Aibatt Trans
IDS_PROPITEM_TXT_006095	Eine magische Kugel, welche dich für 5 Minuten in ein Young Aibatt verwandelt.
IDS_PROPITEM_TXT_006096	Aibatt Trans
IDS_PROPITEM_TXT_006097	Eine magische Kugel, welche dich für 5 Minuten in ein Aibatt verwandelt.
IDS_PROPITEM_TXT_006098	Giant Aibatt Trans
IDS_PROPITEM_TXT_006099	Eine magische Kugel, welche dich für 5 Minuten in ein Giant Aibatt verwandelt.
IDS_PROPITEM_TXT_006100	Cute Lawolf Trans
IDS_PROPITEM_TXT_006101	Eine magische Kugel, welche dich für 5 Minuten in einen Cute Lawolf verwandelt.
IDS_PROPITEM_TXT_006102	Lawolf Trans
IDS_PROPITEM_TXT_006103	Eine magische Kugel, welche dich für 5 Minuten in einen Lawolf verwandelt.
IDS_PROPITEM_TXT_006104	Giant Lawolf Trans
IDS_PROPITEM_TXT_006105	Eine magische Kugel, welche dich für 5 Minuten in einen Giant Lawolf verwandelt.
IDS_PROPITEM_TXT_006106	Mushpang Trans
IDS_PROPITEM_TXT_006107	Eine magische Kugel, welche dich für 5 Minuten in einen Mushpang verwandelt.
IDS_PROPITEM_TXT_006108	Nyangnyang Trans
IDS_PROPITEM_TXT_006109	Eine magische Kugel, welche dich für 5 Minuten in ein Nyangnyang verwandelt.
IDS_PROPITEM_TXT_006110	Trained Leyena Trans
IDS_PROPITEM_TXT_006111	Eine magische Kugel, welche dich für 5 Minuten in ein Trained Leyena verwandelt.
IDS_PROPITEM_TXT_006112	Leyena Trans
IDS_PROPITEM_TXT_006113	Eine magische Kugel, welche dich für 5 Minuten in ein Leyena verwandelt.
IDS_PROPITEM_TXT_006114	Giant Leyena Trans
IDS_PROPITEM_TXT_006115	Eine magische Kugel, welche dich für 5 Minuten in ein Giant Leyena verwandelt.
IDS_PROPITEM_TXT_006116	Young Luia Trans
IDS_PROPITEM_TXT_006117	Eine magische Kugel, welche dich für 5 Minuten in ein Young Luia verwandelt.
IDS_PROPITEM_TXT_006118	Luia Trans
IDS_PROPITEM_TXT_006119	Eine magische Kugel, welche dich für 5 Minuten in ein Luia verwandelt.
IDS_PROPITEM_TXT_006120	Giant Luia Trans
IDS_PROPITEM_TXT_006121	Eine magische Kugel, welche dich für 5 Minuten in ein Giant Luia verwandelt.
IDS_PROPITEM_TXT_006122	Heartless Bang Trans
IDS_PROPITEM_TXT_006123	Eine magische Kugel, welche dich für 5 Minuten in einen Heartless Bang verwandelt.
IDS_PROPITEM_TXT_006124	Giant Mr Pumpkin Trans
IDS_PROPITEM_TXT_006125	Eine magische Kugel, welche dich für 5 Minuten in ein Giant Mr Pumpkin verwandelt.
IDS_PROPITEM_TXT_006126	Losha Trans
IDS_PROPITEM_TXT_006127	Eine Kugel um sich in Losha zu verwandeln
IDS_PROPITEM_TXT_006128	Boboku Trans
IDS_PROPITEM_TXT_006129	Eine Kugel um sich in Boboku zu verwandeln
IDS_PROPITEM_TXT_006130	Juria Trans
IDS_PROPITEM_TXT_006131	Eine Kugel um sich in Juria zu verwandeln
IDS_PROPITEM_TXT_006132	Marche Trans
IDS_PROPITEM_TXT_006133	Eine Kugel um sich in Marche zu verwandeln
IDS_PROPITEM_TXT_006134	Martin Trans
IDS_PROPITEM_TXT_006135	Eine Kugel um sich in Martin zu verwandeln
IDS_PROPITEM_TXT_006136	Captain Guard Trans
IDS_PROPITEM_TXT_006137	Eine Kugel um sich in G.F Master zu verwandeln
IDS_PROPITEM_TXT_006138	Guardian Npc Trans
IDS_PROPITEM_TXT_006139	Eine Kugel um sich in Guard Force zu verwandeln
IDS_PROPITEM_TXT_006140	Santa Trans
IDS_PROPITEM_TXT_006141	Eine Kugel um sich in Santa zu verwandeln
IDS_PROPITEM_TXT_006142	Master Dwarpet Trans
IDS_PROPITEM_TXT_006143	Eine Kugel um sich in Master Dwarpet zu verwandeln
IDS_PROPITEM_TXT_006144	Ivillis Trans
IDS_PROPITEM_TXT_006145	Eine Kugel, die dich in Ivillis verwandelt.
IDS_PROPITEM_TXT_006146	Shade Trans
IDS_PROPITEM_TXT_006147	Eine Kugel, die dich in Shade verwandelt.
IDS_PROPITEM_TXT_006148	Bubble Trans
IDS_PROPITEM_TXT_006149	Eine Kugel, die dich in Bubble verwandelt.
IDS_PROPITEM_TXT_006150	Baby Lawolf
IDS_PROPITEM_TXT_006151	Ein süßer Lawolf, der dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006152	Baby Aibatt
IDS_PROPITEM_TXT_006153	Ein süßes Aibatt, das dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006154	Baby Leyena
IDS_PROPITEM_TXT_006155	Eine süße Leyena, die dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006156	Baby Luia
IDS_PROPITEM_TXT_006157	Ein süßes Luia, das dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006158	Doggy
IDS_PROPITEM_TXT_006159	Ein süßes Hündchen, das dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006160	Kitty
IDS_PROPITEM_TXT_006161	Ein süßes Kätzchen, das dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_006162	Couple Ring
IDS_PROPITEM_TXT_006163	Graviere deinen Namen hinein und überreich ihn deinem Partner.
IDS_PROPITEM_TXT_006164	Buff Breaker
IDS_PROPITEM_TXT_006165	Entfernt einen Buff vom Ziel
IDS_PROPITEM_TXT_006166	Buff Breaker X
IDS_PROPITEM_TXT_006167	Entfernt alle Buffs vom Ziel
IDS_PROPITEM_TXT_006168	Santa Hat (M)
IDS_PROPITEM_TXT_006169	Die Weihnachtsmütze für Männer
IDS_PROPITEM_TXT_006170	Santa Clothes (M)
IDS_PROPITEM_TXT_006171	Die Weihnachtskleidung für Männer
IDS_PROPITEM_TXT_006172	Santa Gloves (M)
IDS_PROPITEM_TXT_006173	Die Weihnachtshandschuhe für Männer
IDS_PROPITEM_TXT_006174	Santa Shoes (M)
IDS_PROPITEM_TXT_006175	Die Weihnachtsschuhe für Männer
IDS_PROPITEM_TXT_006176	Santa Hat (F)
IDS_PROPITEM_TXT_006177	Die Weihnachtsmütze für Frauen
IDS_PROPITEM_TXT_006178	Santa Clothes (F)
IDS_PROPITEM_TXT_006179	Die Weihnachtskleidung für Frauen
IDS_PROPITEM_TXT_006180	Santa Gloves (F)
IDS_PROPITEM_TXT_006181	Die Weihnachtshandschuhe für Frauen
IDS_PROPITEM_TXT_006182	Santa Shoes (F)
IDS_PROPITEM_TXT_006183	Die Weihnachtsschuhe für Frauen
IDS_PROPITEM_TXT_006184	Sailor Uniform Blue Hat (M)
IDS_PROPITEM_TXT_006185	Die blaue Mütze der Schuluniform für Männer
IDS_PROPITEM_TXT_006186	Sailor Uniform Blue Suit (M)
IDS_PROPITEM_TXT_006187	Die blaue Schuluniform für Männer
IDS_PROPITEM_TXT_006188	Sailor Uniform Blue Shoes (M)
IDS_PROPITEM_TXT_006189	Die blauen Schuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006190	Sailor Uniform Red Hat (M)
IDS_PROPITEM_TXT_006191	Die rote Mütze der Schuluniform für Männer
IDS_PROPITEM_TXT_006192	Sailor Uniform Red Suit (M)
IDS_PROPITEM_TXT_006193	Die rote Schuluniform für Männer
IDS_PROPITEM_TXT_006194	Sailor Uniform Red Shoes (M)
IDS_PROPITEM_TXT_006195	Die roten Schuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006196	Sailor Uniform Green Hat (M)
IDS_PROPITEM_TXT_006197	Die grüne Mütze der Schuluniform für Männer
IDS_PROPITEM_TXT_006198	Sailor Uniform Green Suit (M)
IDS_PROPITEM_TXT_006199	Die grüne Schuluniform für Männer
IDS_PROPITEM_TXT_006200	Sailor Uniform Green Shoes (M)
IDS_PROPITEM_TXT_006201	Die grüne Schuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006202	Sailor Uniform Indigo Hat (M)
IDS_PROPITEM_TXT_006203	Die bläuliche Mütze der Schuluniform für Männer
IDS_PROPITEM_TXT_006204	Sailor Uniform Indigo Suit (M)
IDS_PROPITEM_TXT_006205	Die bläuliche Schuluniform für Männer
IDS_PROPITEM_TXT_006206	Sailor Uniform Indigo Shoes (M)
IDS_PROPITEM_TXT_006207	Die bläulichen Schuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006208	Sailor Uniform Red Suit (F)
IDS_PROPITEM_TXT_006209	Die rote Schuluniform für Frauen
IDS_PROPITEM_TXT_006210	Sailor Uniform Red Shoes (F)
IDS_PROPITEM_TXT_006211	Die roten Schuhe der Schuluniform für Frauen
IDS_PROPITEM_TXT_006212	Sailor Uniform Indigo Suit (F)
IDS_PROPITEM_TXT_006213	Die bläuliche Schuluniform für Frauen
IDS_PROPITEM_TXT_006214	Sailor Uniform Indigo Shoes (F)
IDS_PROPITEM_TXT_006215	Die bläulichen Schule der Schuluniform für Frauen
IDS_PROPITEM_TXT_006216	Sailor Uniform Green Suit (F)
IDS_PROPITEM_TXT_006217	Die grüne Schuluniform für Frauen
IDS_PROPITEM_TXT_006218	Sailor Uniform Green Shoes (F)
IDS_PROPITEM_TXT_006219	Die grünen Schuhe der Schuluniform für Frauen
IDS_PROPITEM_TXT_006220	Sailor Uniform Blue Suit (F)
IDS_PROPITEM_TXT_006221	Die blaue Schuluniform für Frauen
IDS_PROPITEM_TXT_006222	Sailor Uniform Blue Shoes (F)
IDS_PROPITEM_TXT_006223	Die blauen Schuhe der Schuluniform für Frauen
IDS_PROPITEM_TXT_006224	School Uniform Hat (M)
IDS_PROPITEM_TXT_006225	Die Mütze der Schuluniform für Männer
IDS_PROPITEM_TXT_006226	School Uniform Suit (M)
IDS_PROPITEM_TXT_006227	Die Schuluniform für Männer
IDS_PROPITEM_TXT_006228	School Uniform Gloves (M)
IDS_PROPITEM_TXT_006229	Die Handschuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006230	School Uniform Shoes (M)
IDS_PROPITEM_TXT_006231	Die Schuhe der Schuluniform für Männer
IDS_PROPITEM_TXT_006232	Dark Nurse Hat (F)
IDS_PROPITEM_TXT_006233	Schwarze Krankenschwesterhaube für Frauen
IDS_PROPITEM_TXT_006234	Dark Nurse Suit (F)
IDS_PROPITEM_TXT_006235	Schwarze Krankenschwesterkleidung für Frauen
IDS_PROPITEM_TXT_006236	Dark Nurse Gloves (F)
IDS_PROPITEM_TXT_006237	Schwarze Krankenschwesterhandschuhe für Frauen
IDS_PROPITEM_TXT_006238	Dark Nurse Shoes (F)
IDS_PROPITEM_TXT_006239	Schwarze Krankenschwesterschuhe für Frauen
IDS_PROPITEM_TXT_006240	Pink Nurse Hat (F)
IDS_PROPITEM_TXT_006241	Rosa Krankenschwesterhaupe für Frauen
IDS_PROPITEM_TXT_006242	Pink Nurse Suit (F)
IDS_PROPITEM_TXT_006243	Rosa Krankenschwesterkleidung für Frauen
IDS_PROPITEM_TXT_006244	Pink Nurse Gloves (F)
IDS_PROPITEM_TXT_006245	Rosa Krankenschwesterhandschuhe für Frauen
IDS_PROPITEM_TXT_006246	Pink Nurse Shoes (F)
IDS_PROPITEM_TXT_006247	Rosa Krankenschwesterschuhe für Frauen
IDS_PROPITEM_TXT_006248	Cats Hat (M)
IDS_PROPITEM_TXT_006249	Die knuffigen Katzenohren für Männer
IDS_PROPITEM_TXT_006250	Cats Suit (M)
IDS_PROPITEM_TXT_006251	Der knuffige Katzenanzug für Männer
IDS_PROPITEM_TXT_006252	Cats Gloves (M)
IDS_PROPITEM_TXT_006253	Die knuffigen Katzenhandschuhe für Männer
IDS_PROPITEM_TXT_006254	Cats Shoes (M)
IDS_PROPITEM_TXT_006255	Die knuffigen Katzenschuhe für Männer
IDS_PROPITEM_TXT_006256	Cats Hat (F)
IDS_PROPITEM_TXT_006257	Die knuffigen Katzenohren für Frauen
IDS_PROPITEM_TXT_006258	Cats Suit (F)
IDS_PROPITEM_TXT_006259	Der knuffige Katzenanzug für Frauen
IDS_PROPITEM_TXT_006260	Cats Gloves (F)
IDS_PROPITEM_TXT_006261	Die knuffigen Katzenhandschuhe für Frauen
IDS_PROPITEM_TXT_006262	Cats Shoes (F)
IDS_PROPITEM_TXT_006263	Die knuffigen Katzenschuhe für Frauen
IDS_PROPITEM_TXT_006264	Bunny Hat (F)
IDS_PROPITEM_TXT_006265	Süße Hasenohren für Frauen
IDS_PROPITEM_TXT_006266	Bunny Suit (F)
IDS_PROPITEM_TXT_006267	Süße Hasenkleidung für Frauen
IDS_PROPITEM_TXT_006268	Bunny Gloves (F)
IDS_PROPITEM_TXT_006269	Süße Hasenhandschuhe für Frauen
IDS_PROPITEM_TXT_006270	Bunny Shoes (F)
IDS_PROPITEM_TXT_006271	Süße Hasenschuhe für Frauen
IDS_PROPITEM_TXT_006272	Hanbok Suit (M)
IDS_PROPITEM_TXT_006273	Traditionelle koreanische Kleidung für Männer
IDS_PROPITEM_TXT_006274	Hanbok Shoes (M)
IDS_PROPITEM_TXT_006275	Traditionelle koreanische Schuhe für Männer
IDS_PROPITEM_TXT_006276	Hanbok Hat (F)
IDS_PROPITEM_TXT_006277	Traditionelle koreanische Mütze für Frauen
IDS_PROPITEM_TXT_006278	Hanbok Suit (F)
IDS_PROPITEM_TXT_006279	Traditionelle koreanische Kleidung für Frauen
IDS_PROPITEM_TXT_006280	Hanbok Shoes (F)
IDS_PROPITEM_TXT_006281	Traditionelle koreanische Schuhe für Frauen
IDS_PROPITEM_TXT_006282	Santa Hat (M)
IDS_PROPITEM_TXT_006283	Die Weihnachtsmütze für Männer
IDS_PROPITEM_TXT_006284	Santa Clothes (M)
IDS_PROPITEM_TXT_006285	Die Weihnachtskleidung für Männer
IDS_PROPITEM_TXT_006286	Santa Gloves (M)
IDS_PROPITEM_TXT_006287	Die Weihnachtshandschuhe für Männer
IDS_PROPITEM_TXT_006288	Santa Shoes (M)
IDS_PROPITEM_TXT_006289	Die Weihnachtsschuhe für Männer
IDS_PROPITEM_TXT_006290	Santa Hat (F)
IDS_PROPITEM_TXT_006291	Die Weihnachtsmütze für Frauen
IDS_PROPITEM_TXT_006292	Santa Clothes (F)
IDS_PROPITEM_TXT_006293	Die Weihnachtskleidung für Frauen
IDS_PROPITEM_TXT_006294	Santa Gloves (F)
IDS_PROPITEM_TXT_006295	Die Weihnachtshandschuhe für Frauen
IDS_PROPITEM_TXT_006296	Santa Shoes (F)
IDS_PROPITEM_TXT_006297	Die Weihnachtsschuhe für Frauen
IDS_PROPITEM_TXT_006298	Rudolf Hat (M)
IDS_PROPITEM_TXT_006299	Die Rudolfmütze für Männer
IDS_PROPITEM_TXT_006300	Rudolf Clothes (M)
IDS_PROPITEM_TXT_006301	Die Rudolfkleidung für Männer
